collection_id,loan_id,collection_date,collection_stage,action_type,contact_attempt_number,collection_status,promise_to_pay_flag,promise_amount,promise_date
COL005314003,L005314,2024-08-18,Legal,Legal Action,3,Promise Made,FALSE,,
COL005314004,L005314,2024-09-21,Mid,Phone Call,1,Escalated,FALSE,,
COL005314005,L005314,2024-10-28,Early,SMS,2,Promise Made,FALSE,,
COL005314006,L005314,2025-02-24,Mid,Phone Call,3,Escalated,FALSE,,
COL005314007,L005314,2025-05-20,Mid,Phone Call,4,Escalated,FALSE,,
COL005314008,L005314,2025-08-17,Mid,Phone Call,5,Promise Made,FALSE,,
COL005314009,L005314,2025-09-24,Legal,Legal Action,6,No Response,FALSE,,
COL005315001,L005315,2023-09-20,Legal,Legal Action,1,No Response,FALSE,,
COL005316001,L005316,2022-07-27,Early,SMS,1,No Response,FALSE,,
COL005316002,L005316,2023-02-20,Early,SMS,2,No Response,FALSE,,
COL005316003,L005316,2023-08-16,Early,SMS,3,Promise Made,FALSE,,
COL005317001,L005317,2023-11-19,Early,SMS,1,Promise Made,FALSE,,
COL005317002,L005317,2024-07-25,Early,SMS,2,No Response,FALSE,,
COL005318001,L005318,2022-08-24,Mid,Phone Call,1,Escalated,TRUE,2388.96,2022-09-10
COL005318002,L005318,2022-09-21,Early,SMS,2,Contacted,FALSE,,
COL005318003,L005318,2023-01-20,Mid,Phone Call,3,Contacted,FALSE,,
COL005318004,L005318,2023-02-18,Mid,Phone Call,4,No Response,FALSE,,
COL005318005,L005318,2023-03-17,Early,SMS,5,Escalated,TRUE,2388.96,2023-04-08
COL005318006,L005318,2023-04-27,Mid,Phone Call,6,Escalated,FALSE,,
COL005318007,L005318,2023-07-27,Early,SMS,7,No Response,TRUE,2388.96,2023-08-06
COL005318008,L005318,2023-08-17,Early,SMS,8,Promise Made,FALSE,,
COL005318009,L005318,2023-09-20,Mid,Phone Call,9,Contacted,FALSE,,
COL005318010,L005318,2023-10-18,Legal,Legal Action,10,No Response,FALSE,,
COL005320001,L005320,2022-08-30,Legal,Legal Action,1,No Response,FALSE,,
COL005321001,L005321,2022-09-25,Early,SMS,1,Contacted,TRUE,12112.4,2022-10-10
COL005321002,L005321,2023-05-19,Early,SMS,2,Promise Made,FALSE,,
COL005321003,L005321,2024-02-17,Early,SMS,3,Contacted,FALSE,,
COL005321004,L005321,2024-10-21,Early,SMS,4,No Response,TRUE,12112.4,2024-11-03
COL005323001,L005323,2023-03-22,Early,SMS,1,Promise Made,TRUE,2387.43,2023-04-06
COL005324001,L005324,2023-07-18,Early,SMS,1,Promise Made,FALSE,,
COL005324002,L005324,2025-07-23,Early,SMS,2,Promise Made,TRUE,5863.87,2025-08-09
COL005324003,L005324,2025-11-21,Early,SMS,3,Contacted,FALSE,,
COL005325001,L005325,2022-10-26,Early,SMS,1,No Response,FALSE,,
COL005325002,L005325,2022-11-27,Early,SMS,2,No Response,TRUE,3749.41,2022-12-09
COL005326001,L005326,2022-11-18,Early,SMS,1,Contacted,FALSE,,
COL005326002,L005326,2022-12-29,Early,SMS,2,No Response,FALSE,,
COL005326003,L005326,2023-03-30,Mid,Phone Call,3,Contacted,FALSE,,
COL005326004,L005326,2023-04-27,Early,SMS,4,Escalated,FALSE,,
COL005326005,L005326,2023-06-18,Early,SMS,5,Promise Made,TRUE,7665.46,2023-07-08
COL005326006,L005326,2023-09-25,Legal,Legal Action,6,Escalated,FALSE,,
COL005326007,L005326,2023-10-28,Legal,Legal Action,1,Promise Made,FALSE,,
COL005326008,L005326,2023-12-27,Mid,Phone Call,2,Contacted,TRUE,6564.98,2024-01-10
COL005326009,L005326,2024-03-22,Legal,Legal Action,3,Escalated,FALSE,,
COL005326010,L005326,2024-05-30,Early,SMS,1,Promise Made,FALSE,,
COL005326011,L005326,2025-01-22,Legal,Legal Action,2,Contacted,TRUE,5298.89,2025-02-08
COL005327001,L005327,2022-11-26,Legal,Legal Action,1,No Response,FALSE,,
COL005327002,L005327,2024-02-22,Legal,Legal Action,2,Escalated,FALSE,,
COL005328001,L005328,2022-07-18,Early,SMS,1,Promise Made,TRUE,2902.28,2022-08-03
COL005330001,L005330,2023-08-25,Early,SMS,1,Contacted,FALSE,,
COL005331001,L005331,2024-11-26,Early,SMS,1,Contacted,FALSE,,
COL005331002,L005331,2025-01-31,Early,SMS,2,Contacted,FALSE,,
COL005331003,L005331,2025-02-18,Early,SMS,3,Promise Made,FALSE,,
COL005332001,L005332,2022-09-18,Early,SMS,1,Promise Made,FALSE,,
COL005332002,L005332,2022-10-18,Early,SMS,2,Escalated,TRUE,5578.16,2022-11-08
COL005332003,L005332,2023-01-21,Early,SMS,3,Promise Made,TRUE,5578.16,2023-02-09
COL005332004,L005332,2023-03-30,Early,SMS,4,Promise Made,FALSE,,
COL005332005,L005332,2023-05-21,Early,SMS,5,Contacted,FALSE,,
COL005332006,L005332,2023-06-28,Legal,Legal Action,6,Escalated,TRUE,5578.16,2023-07-05
COL005333001,L005333,2022-09-18,Early,SMS,1,Promise Made,TRUE,964.52,2022-10-10
COL005333002,L005333,2023-02-28,Early,SMS,2,No Response,TRUE,964.52,2023-03-14
COL005333003,L005333,2023-05-24,Legal,Legal Action,3,No Response,FALSE,,
COL005334001,L005334,2023-02-27,Early,SMS,1,Contacted,FALSE,,
COL005334002,L005334,2023-10-19,Early,SMS,2,No Response,FALSE,,
COL005334003,L005334,2024-05-21,Early,SMS,3,Escalated,TRUE,6205.49,2024-06-05
COL005335001,L005335,2022-10-18,Early,SMS,1,Promise Made,FALSE,,
COL005335002,L005335,2023-02-26,Mid,Phone Call,2,No Response,FALSE,,
COL005335003,L005335,2023-03-18,Early,SMS,3,No Response,TRUE,2639.57,2023-04-04
COL005335004,L005335,2023-07-24,Early,SMS,4,Escalated,FALSE,,
COL005335005,L005335,2023-12-02,Early,SMS,5,Escalated,FALSE,,
COL005335006,L005335,2023-12-25,Early,SMS,6,Contacted,FALSE,,
COL005335007,L005335,2024-01-23,Early,SMS,7,Escalated,FALSE,,
COL005335008,L005335,2024-03-27,Legal,Legal Action,8,Promise Made,FALSE,,
COL005335009,L005335,2024-04-30,Early,SMS,9,No Response,FALSE,,
COL005335010,L005335,2024-07-28,Mid,Phone Call,10,Promise Made,FALSE,,
COL005335011,L005335,2024-12-25,Legal,Legal Action,11,Promise Made,TRUE,2639.57,2025-01-08
COL005336001,L005336,2022-08-22,Early,SMS,1,Contacted,FALSE,,
COL005336002,L005336,2023-12-20,Legal,Legal Action,2,Promise Made,FALSE,,
COL005336003,L005336,2024-01-24,Early,SMS,3,Escalated,TRUE,6508.1,2024-02-12
COL005336004,L005336,2024-09-27,Early,SMS,4,No Response,FALSE,,
COL005336005,L005336,2025-01-01,Early,SMS,5,Contacted,TRUE,6508.1,2025-01-06
COL005337001,L005337,2022-07-21,Early,SMS,1,Contacted,FALSE,,
COL005337002,L005337,2022-09-21,Early,SMS,2,No Response,FALSE,,
COL005337003,L005337,2023-07-25,Early,SMS,3,Contacted,FALSE,,
COL005337004,L005337,2023-10-28,Mid,Phone Call,4,Escalated,TRUE,12632.58,2023-11-11
COL005337005,L005337,2023-12-01,Mid,Phone Call,5,Escalated,FALSE,,
COL005337006,L005337,2023-12-25,Early,SMS,6,Contacted,FALSE,,
COL005337007,L005337,2024-09-01,Legal,Legal Action,7,Contacted,TRUE,12632.58,2024-09-06
COL005337008,L005337,2024-12-26,Early,SMS,1,Contacted,FALSE,,
COL005338001,L005338,2022-07-19,Early,SMS,1,No Response,TRUE,10603.26,2022-08-09
COL005338002,L005338,2023-03-02,Early,SMS,2,Contacted,FALSE,,
COL005339001,L005339,2023-02-28,Early,SMS,1,Promise Made,FALSE,,
COL005339002,L005339,2025-03-19,Early,SMS,2,Escalated,TRUE,6022.95,2025-04-07
COL005341001,L005341,2022-10-29,Early,SMS,1,Contacted,FALSE,,
COL005341002,L005341,2022-12-30,Early,SMS,2,Escalated,FALSE,,
COL005341003,L005341,2023-01-19,Early,SMS,3,Promise Made,TRUE,10416.12,2023-02-11
COL005341004,L005341,2023-04-22,Early,SMS,4,Escalated,TRUE,10416.12,2023-05-13
COL005341005,L005341,2023-06-29,Early,SMS,5,Contacted,TRUE,10416.12,2023-07-12
COL005342001,L005342,2022-10-31,Mid,Phone Call,1,No Response,FALSE,,
COL005342002,L005342,2022-11-30,Early,SMS,2,Contacted,TRUE,2768.71,2022-12-09
COL005342003,L005342,2023-01-01,Early,SMS,3,Escalated,FALSE,,
COL005342004,L005342,2023-01-24,Early,SMS,4,Escalated,FALSE,,
COL005342005,L005342,2023-06-28,Early,SMS,5,Contacted,FALSE,,
COL005342006,L005342,2023-08-20,Early,SMS,6,Promise Made,TRUE,2768.71,2023-09-08
COL005342007,L005342,2023-09-19,Early,SMS,7,No Response,FALSE,,
COL005342008,L005342,2023-12-30,Early,SMS,8,Contacted,FALSE,,
COL005342009,L005342,2024-03-23,Early,SMS,9,No Response,TRUE,2768.71,2024-04-06
COL005342010,L005342,2024-08-27,Mid,Phone Call,10,No Response,FALSE,,
COL005344001,L005344,2023-08-29,Early,SMS,1,Escalated,TRUE,6367.45,2023-09-05
COL005344002,L005344,2024-01-22,Early,SMS,2,Promise Made,TRUE,6367.45,2024-02-03
COL005344003,L005344,2024-03-22,Early,SMS,3,Contacted,FALSE,,
COL005345001,L005345,2022-10-26,Early,SMS,1,Promise Made,FALSE,,
COL005345002,L005345,2023-02-25,Early,SMS,2,Escalated,TRUE,10689.26,2023-03-07
COL005348001,L005348,2022-08-22,Early,SMS,1,Escalated,TRUE,8855.5,2022-09-07
COL005348002,L005348,2022-10-20,Early,SMS,2,Escalated,FALSE,,
COL005349001,L005349,2022-07-31,Early,SMS,1,Escalated,TRUE,2438.99,2022-08-07
COL005349002,L005349,2022-09-03,Early,SMS,2,Escalated,FALSE,,
COL005349003,L005349,2022-09-20,Early,SMS,3,No Response,FALSE,,
COL005349004,L005349,2022-10-25,Early,SMS,4,Promise Made,TRUE,2438.99,2022-11-10
COL005349005,L005349,2023-05-22,Mid,Phone Call,5,Contacted,FALSE,,
COL005349006,L005349,2023-09-25,Early,SMS,6,Contacted,FALSE,,
COL005349007,L005349,2024-01-25,Legal,Legal Action,7,No Response,TRUE,2438.99,2024-02-06
COL005349008,L005349,2024-02-21,Early,SMS,8,Contacted,TRUE,2438.99,2024-03-06
COL005349009,L005349,2024-06-26,Early,SMS,9,Promise Made,TRUE,2438.91,2024-07-12
COL005350001,L005350,2023-02-26,Early,SMS,1,Promise Made,FALSE,,
COL005350002,L005350,2023-04-28,Early,SMS,2,Contacted,FALSE,,
COL005350003,L005350,2023-11-25,Early,SMS,3,Escalated,FALSE,,
COL005350004,L005350,2024-08-29,Early,SMS,4,Escalated,FALSE,,
COL005350005,L005350,2025-01-22,Legal,Legal Action,5,Escalated,TRUE,5657.98,2025-02-05
COL005350006,L005350,2025-03-05,Early,SMS,1,Promise Made,FALSE,,
COL005350007,L005350,2025-04-03,Early,SMS,2,No Response,FALSE,,
COL005350008,L005350,2025-05-29,Early,SMS,3,No Response,FALSE,,
COL005350009,L005350,2025-06-23,Legal,Legal Action,4,Promise Made,TRUE,3540.28,2025-07-11
COL005350010,L005350,2025-07-27,Early,SMS,1,Contacted,FALSE,,
COL005350011,L005350,2025-09-01,Early,SMS,2,No Response,FALSE,,
COL005351001,L005351,2022-12-29,Early,SMS,1,No Response,TRUE,4367.83,2023-01-04
COL005351002,L005351,2023-06-25,Early,SMS,2,Contacted,TRUE,4367.83,2023-07-12
COL005352001,L005352,2023-04-26,Early,SMS,1,No Response,FALSE,,
COL005352002,L005352,2023-07-01,Early,SMS,2,Escalated,FALSE,,
COL005353001,L005353,2022-08-01,Early,SMS,1,No Response,FALSE,,
COL005353002,L005353,2022-08-30,Mid,Phone Call,2,Promise Made,FALSE,,
COL005353003,L005353,2022-11-02,Legal,Legal Action,3,Escalated,FALSE,,
COL005354001,L005354,2022-08-27,Early,SMS,1,No Response,FALSE,,
COL005354002,L005354,2022-10-28,Legal,Legal Action,2,Promise Made,FALSE,,
COL005354003,L005354,2023-01-26,Early,SMS,3,Escalated,FALSE,,
COL005354004,L005354,2023-03-04,Early,SMS,4,No Response,FALSE,,
COL005354005,L005354,2023-07-27,Legal,Legal Action,5,Escalated,FALSE,,
COL005355001,L005355,2023-11-26,Early,SMS,1,Promise Made,TRUE,7317.1,2023-12-08
COL005355002,L005355,2024-01-02,Early,SMS,2,Escalated,TRUE,7317.1,2024-01-08
COL005355003,L005355,2024-05-27,Early,SMS,3,Contacted,FALSE,,
COL005355004,L005355,2024-12-27,Early,SMS,4,Escalated,TRUE,7317.1,2025-01-04
COL005355005,L005355,2026-01-31,Early,SMS,5,Contacted,TRUE,7317.1,2026-02-08
COL005356001,L005356,2022-07-24,Early,SMS,1,No Response,FALSE,,
COL005356002,L005356,2022-09-02,Legal,Legal Action,2,No Response,FALSE,,
COL005357001,L005357,2022-07-24,Mid,Phone Call,1,Promise Made,FALSE,,
COL005357002,L005357,2022-08-27,Legal,Legal Action,2,No Response,TRUE,6741.01,2022-09-10
COL005358001,L005358,2022-12-01,Early,SMS,1,Contacted,TRUE,1373.08,2022-12-07
COL005358002,L005358,2023-04-20,Early,SMS,2,No Response,FALSE,,
COL005358003,L005358,2023-11-03,Early,SMS,3,Promise Made,TRUE,1373.08,2023-11-05
COL005358004,L005358,2024-02-03,Early,SMS,4,Escalated,FALSE,,
COL005359001,L005359,2022-07-30,Early,SMS,1,Contacted,FALSE,,
COL005359002,L005359,2022-08-23,Early,SMS,2,Contacted,FALSE,,
COL005359003,L005359,2022-11-21,Early,SMS,3,Promise Made,FALSE,,
COL005359004,L005359,2023-03-21,Early,SMS,4,Contacted,FALSE,,
COL005359005,L005359,2023-06-04,Early,SMS,5,Promise Made,FALSE,,
COL005359006,L005359,2023-11-22,Early,SMS,6,No Response,FALSE,,
COL005359007,L005359,2024-05-23,Early,SMS,7,No Response,FALSE,,
COL005359008,L005359,2024-09-29,Early,SMS,8,No Response,FALSE,,
COL005359009,L005359,2026-02-04,Early,SMS,9,Escalated,FALSE,,
COL005360001,L005360,2022-08-02,Mid,Phone Call,1,Promise Made,FALSE,,
COL005360002,L005360,2022-09-22,Early,SMS,2,No Response,FALSE,,
COL005360003,L005360,2022-11-24,Mid,Phone Call,3,Contacted,FALSE,,
COL005360004,L005360,2023-04-27,Mid,Phone Call,4,Escalated,FALSE,,
COL005361001,L005361,2023-05-31,Legal,Legal Action,1,No Response,FALSE,,
COL005362001,L005362,2022-07-23,Legal,Legal Action,1,No Response,TRUE,5157.29,2022-08-07
COL005362002,L005362,2023-01-21,Early,SMS,2,Escalated,FALSE,,
COL005362003,L005362,2023-03-02,Early,SMS,3,Contacted,TRUE,5157.29,2023-03-08
COL005362004,L005362,2023-03-21,Early,SMS,4,Contacted,TRUE,5157.29,2023-04-13
COL005362005,L005362,2023-07-05,Mid,Phone Call,5,Promise Made,FALSE,,
COL005363001,L005363,2022-08-04,Mid,Phone Call,1,No Response,FALSE,,
COL005363002,L005363,2022-08-26,Mid,Phone Call,2,Escalated,FALSE,,
COL005363003,L005363,2022-11-28,Early,SMS,3,Escalated,TRUE,5056.81,2022-12-14
COL005363004,L005363,2023-01-03,Early,SMS,4,No Response,FALSE,,
COL005363005,L005363,2023-02-03,Early,SMS,5,Promise Made,TRUE,5056.81,2023-02-09
COL005363006,L005363,2023-03-03,Early,SMS,6,Contacted,FALSE,,
COL005363007,L005363,2023-03-22,Early,SMS,7,Promise Made,FALSE,,
COL005363008,L005363,2023-05-24,Early,SMS,8,Promise Made,FALSE,,
COL005363009,L005363,2023-07-24,Early,SMS,9,Escalated,FALSE,,
COL005363010,L005363,2023-08-31,Early,SMS,10,Promise Made,FALSE,,
COL005363011,L005363,2023-11-26,Mid,Phone Call,11,Promise Made,FALSE,,
COL005363012,L005363,2024-01-28,Mid,Phone Call,12,Promise Made,TRUE,5056.81,2024-02-14
COL005363013,L005363,2024-04-27,Mid,Phone Call,13,Escalated,TRUE,5056.81,2024-05-07
COL005363014,L005363,2024-05-22,Mid,Phone Call,14,Escalated,FALSE,,
COL005363015,L005363,2024-06-30,Early,SMS,15,Escalated,FALSE,,
COL005363016,L005363,2024-09-28,Early,SMS,16,No Response,FALSE,,
COL005363017,L005363,2024-11-04,Legal,Legal Action,17,Escalated,FALSE,,
COL005363018,L005363,2025-08-01,Early,SMS,1,Escalated,FALSE,,
COL005363019,L005363,2025-12-30,Early,SMS,2,Contacted,FALSE,,
COL005363020,L005363,2026-04-04,Early,SMS,3,No Response,TRUE,0,2026-04-11
COL005364001,L005364,2022-07-29,Early,SMS,1,Promise Made,FALSE,,
COL005364002,L005364,2022-09-04,Early,SMS,2,Contacted,TRUE,10327.64,2022-09-07
COL005364003,L005364,2023-01-03,Early,SMS,3,Escalated,FALSE,,
COL005365001,L005365,2022-08-29,Legal,Legal Action,1,Promise Made,FALSE,,
COL005365002,L005365,2022-10-26,Mid,Phone Call,1,Promise Made,FALSE,,
COL005365003,L005365,2022-12-02,Legal,Legal Action,2,Promise Made,FALSE,,
COL005365004,L005365,2022-12-25,Early,SMS,3,Contacted,FALSE,,
COL005365005,L005365,2023-04-02,Early,SMS,4,Promise Made,FALSE,,
COL005365006,L005365,2023-05-26,Mid,Phone Call,5,Promise Made,TRUE,3165.72,2023-06-06
COL005365007,L005365,2023-07-26,Early,SMS,6,Promise Made,TRUE,3165.72,2023-08-09
COL005365008,L005365,2023-10-01,Legal,Legal Action,7,Contacted,TRUE,3165.72,2023-10-11
COL005366001,L005366,2022-09-04,Mid,Phone Call,1,No Response,TRUE,1651.37,2022-09-06
COL005366002,L005366,2022-09-28,Legal,Legal Action,2,Promise Made,FALSE,,
COL005367001,L005367,2023-05-05,Early,SMS,1,Promise Made,FALSE,,
COL005367002,L005367,2024-11-24,Early,SMS,2,Contacted,TRUE,5033.83,2024-12-08
COL005367003,L005367,2026-03-05,Early,SMS,3,Contacted,TRUE,5033.83,2026-03-17
COL005368001,L005368,2024-05-01,Early,SMS,1,Promise Made,FALSE,,
COL005368002,L005368,2024-08-30,Early,SMS,2,No Response,FALSE,,
COL005368003,L005368,2025-07-31,Early,SMS,3,Contacted,FALSE,,
COL005369001,L005369,2022-07-24,Early,SMS,1,Promise Made,TRUE,1659.47,2022-08-15
COL005369002,L005369,2022-08-27,Early,SMS,2,Contacted,FALSE,,
COL005369003,L005369,2022-10-01,Mid,Phone Call,3,Contacted,FALSE,,
COL005369004,L005369,2022-11-29,Legal,Legal Action,4,No Response,TRUE,1659.47,2022-12-11
COL005369005,L005369,2023-08-31,Mid,Phone Call,5,Promise Made,FALSE,,
COL005369006,L005369,2023-12-29,Early,SMS,6,Promise Made,FALSE,,
COL005369007,L005369,2024-04-23,Mid,Phone Call,7,Escalated,TRUE,1659.47,2024-05-16
COL005369008,L005369,2024-10-28,Early,SMS,8,Escalated,FALSE,,
COL005369009,L005369,2024-12-30,Early,SMS,9,No Response,TRUE,1659.47,2025-01-14
COL005369010,L005369,2025-04-24,Early,SMS,10,Contacted,FALSE,,
COL005369011,L005369,2025-06-05,Early,SMS,11,Escalated,FALSE,,
COL005369012,L005369,2025-06-23,Early,SMS,12,Promise Made,TRUE,1659.27,2025-07-09
COL005370001,L005370,2023-05-28,Early,SMS,1,No Response,FALSE,,
COL005370002,L005370,2023-12-31,Early,SMS,2,No Response,FALSE,,
COL005370003,L005370,2024-06-03,Early,SMS,3,Escalated,FALSE,,
COL005370004,L005370,2024-12-06,Early,SMS,4,Escalated,FALSE,,
COL005371001,L005371,2022-07-25,Early,SMS,1,Escalated,FALSE,,
COL005371002,L005371,2022-12-02,Legal,Legal Action,2,Contacted,FALSE,,
COL005372001,L005372,2023-04-04,Early,SMS,1,Promise Made,FALSE,,
COL005372002,L005372,2023-07-03,Early,SMS,2,Escalated,FALSE,,
COL005372003,L005372,2023-10-27,Early,SMS,3,No Response,FALSE,,
COL005372004,L005372,2024-07-01,Early,SMS,4,Contacted,FALSE,,
COL005372005,L005372,2024-11-30,Early,SMS,5,No Response,FALSE,,
COL005372006,L005372,2025-04-30,Early,SMS,6,Contacted,FALSE,,
COL005372007,L005372,2025-06-30,Legal,Legal Action,7,No Response,FALSE,,
COL005373001,L005373,2024-01-02,Early,SMS,1,Contacted,FALSE,,
COL005373002,L005373,2025-09-30,Early,SMS,2,Escalated,FALSE,,
COL005374001,L005374,2023-04-03,Early,SMS,1,Escalated,TRUE,11363.99,2023-04-15
COL005374002,L005374,2023-07-27,Early,SMS,2,Escalated,FALSE,,
COL005375001,L005375,2023-08-22,Early,SMS,1,No Response,FALSE,,
COL005375002,L005375,2024-06-01,Early,SMS,2,Escalated,FALSE,,
COL005375003,L005375,2025-02-05,Early,SMS,3,Promise Made,TRUE,1455.1,2025-02-11
COL005376001,L005376,2025-01-30,Early,SMS,1,No Response,TRUE,7561.05,2025-02-10
COL005376002,L005376,2025-12-04,Early,SMS,2,Escalated,FALSE,,
COL005376003,L005376,2026-06-05,Early,SMS,3,Contacted,FALSE,,
COL005377001,L005377,2022-10-30,Early,SMS,1,Contacted,FALSE,,
COL005377002,L005377,2023-01-05,Legal,Legal Action,2,Promise Made,FALSE,,
COL005378001,L005378,2023-03-30,Early,SMS,1,Escalated,TRUE,10051.59,2023-04-10
COL005378002,L005378,2023-07-26,Early,SMS,2,No Response,FALSE,,
COL005379001,L005379,2024-01-26,Legal,Legal Action,1,Contacted,FALSE,,
COL005380001,L005380,2022-12-02,Early,SMS,1,Promise Made,FALSE,,
COL005381001,L005381,2023-07-02,Legal,Legal Action,1,No Response,FALSE,,
COL005381002,L005381,2024-05-31,Legal,Legal Action,2,Contacted,FALSE,,
COL005381003,L005381,2024-09-02,Legal,Legal Action,1,Escalated,TRUE,1679.44,2024-09-15
COL005382001,L005382,2023-05-24,Early,SMS,1,Contacted,TRUE,5791.01,2023-06-14
COL005382002,L005382,2024-02-03,Early,SMS,2,Contacted,FALSE,,
COL005382003,L005382,2024-03-07,Early,SMS,3,No Response,FALSE,,
COL005383001,L005383,2022-08-22,Early,SMS,1,Contacted,FALSE,,
COL005383002,L005383,2023-10-01,Early,SMS,2,Contacted,TRUE,1540.47,2023-10-07
COL005383003,L005383,2024-02-02,Early,SMS,3,Contacted,FALSE,,
COL005384001,L005384,2023-02-06,Early,SMS,1,Contacted,FALSE,,
COL005385001,L005385,2023-02-26,Early,SMS,1,No Response,FALSE,,
COL005385002,L005385,2023-04-27,Early,SMS,2,Contacted,TRUE,13453.89,2023-05-08
COL005388001,L005388,2024-04-28,Early,SMS,1,Escalated,FALSE,,
COL005389001,L005389,2023-05-07,Early,SMS,1,Contacted,FALSE,,
COL005389002,L005389,2023-06-06,Early,SMS,2,Promise Made,TRUE,3208.12,2023-06-16
COL005389003,L005389,2025-02-04,Early,SMS,3,No Response,TRUE,3208.12,2025-02-11
COL005390001,L005390,2022-10-25,Early,SMS,1,Escalated,FALSE,,
COL005390002,L005390,2023-05-05,Legal,Legal Action,2,No Response,TRUE,3221.19,2023-05-08
COL005390003,L005390,2023-05-29,Legal,Legal Action,1,Escalated,FALSE,,
COL005391001,L005391,2024-12-30,Early,SMS,1,No Response,TRUE,2928.08,2025-01-11
COL005392001,L005392,2022-07-23,Legal,Legal Action,1,No Response,TRUE,11831.82,2022-08-16
COL005393001,L005393,2026-03-31,Early,SMS,1,Escalated,FALSE,,
COL005394001,L005394,2022-12-06,Legal,Legal Action,1,Promise Made,FALSE,,
COL005395001,L005395,2023-08-29,Early,SMS,1,Contacted,FALSE,,
COL005396001,L005396,2023-03-01,Early,SMS,1,No Response,FALSE,,
COL005397001,L005397,2022-07-28,Early,SMS,1,Contacted,TRUE,9505.97,2022-08-13
COL005397002,L005397,2022-12-03,Early,SMS,2,Escalated,FALSE,,
COL005397003,L005397,2023-06-06,Early,SMS,3,Contacted,TRUE,9505.97,2023-06-16
COL005397004,L005397,2023-08-25,Early,SMS,4,No Response,TRUE,9505.97,2023-09-12
COL005397005,L005397,2024-01-03,Early,SMS,5,Promise Made,FALSE,,
COL005397006,L005397,2024-03-03,Legal,Legal Action,6,Escalated,TRUE,9505.97,2024-03-19
COL005398001,L005398,2023-11-27,Early,SMS,1,Contacted,FALSE,,
COL005398002,L005398,2024-10-28,Early,SMS,2,No Response,TRUE,1005.22,2024-11-10
COL005398003,L005398,2025-08-27,Early,SMS,3,Escalated,FALSE,,
COL005399001,L005399,2022-09-24,Early,SMS,1,No Response,FALSE,,
COL005399002,L005399,2023-03-02,Legal,Legal Action,2,Contacted,FALSE,,
COL005400001,L005400,2022-11-26,Early,SMS,1,No Response,FALSE,,
COL005401001,L005401,2022-07-29,Early,SMS,1,Escalated,FALSE,,
COL005401002,L005401,2023-02-01,Legal,Legal Action,2,No Response,TRUE,4714.42,2023-02-10
COL005401003,L005401,2023-10-31,Early,SMS,1,Promise Made,FALSE,,
COL005402001,L005402,2022-07-31,Mid,Phone Call,1,Promise Made,FALSE,,
COL005402002,L005402,2022-10-27,Mid,Phone Call,2,Contacted,FALSE,,
COL005402003,L005402,2022-12-06,Mid,Phone Call,3,Escalated,TRUE,2765.47,2022-12-10
COL005402004,L005402,2023-01-24,Legal,Legal Action,4,Escalated,FALSE,,
COL005402005,L005402,2023-03-05,Legal,Legal Action,1,Promise Made,FALSE,,
COL005403001,L005403,2022-12-03,Early,SMS,1,Promise Made,FALSE,,
COL005403002,L005403,2023-02-24,Legal,Legal Action,2,Promise Made,FALSE,,
COL005403003,L005403,2023-05-25,Early,SMS,1,Promise Made,FALSE,,
COL005403004,L005403,2023-08-28,Early,SMS,2,No Response,FALSE,,
COL005403005,L005403,2025-04-05,Legal,Legal Action,3,No Response,TRUE,4425.53,2025-04-16
COL005404001,L005404,2023-07-02,Early,SMS,1,Promise Made,FALSE,,
COL005404002,L005404,2023-07-27,Early,SMS,2,Escalated,FALSE,,
COL005404003,L005404,2023-08-29,Early,SMS,3,Escalated,TRUE,2546.22,2023-09-15
